id,group_name,addr_pool
37,"w6浙江电信","240e:1c::/31,240e:27::/33,240e:2f::/33,240e:5c::/31,240e:6b:8000::/34,240e:f0::/29,240e:107::/34,240e:108:45::/48,240e:108:82::/48,240e:108:11b0::/46,240e:109:8045::/48,240e:147::/34,240e:187::/34,240e:1c7::/34,240e:270::/30,240e:390::/29,240e:470::/30,240e:570::/30,240e:690::/29,240e:698:4500::/40,240e:790::/29,240e:870::/30,240e:970::/30,240e:980:4500::/40,240e:980:8200::/40,240e:982:b000::/38,240e:a70::/30,240e:b90::/29"
38,"w6重庆电信","240e:7::/32,240e:21:c000::/34,240e:29:c000::/34,240e:47::/32,240e:68:e000::/35,240e:9c::/30,240e:103::/34,240e:108:90::/48,240e:108:10b0::/44,240e:143::/34,240e:183::/34,240e:1c3::/34,240e:230::/30,240e:330::/30,240e:430::/30,240e:530::/30,240e:630::/30,240e:730::/30,240e:830::/30,240e:930::/30,240e:980:9000::/40,240e:981:b000::/36,240e:a30::/30,240e:b30::/30"
39,"w6安徽联通","2408:8000:c000::/36,2408:804e:8000::/33,2408:804f::/32,2408:8050::/32,2408:8051::/33,2408:80c7:c000::/34,2408:80c8::/34,2408:80d7:c000::/34,2408:80d8::/34,2408:80e8::/33,2408:80f8::/33,2408:8141:c000::/35,2408:8244::/30,2408:8344::/30,2408:8444::/30,2408:84ee::/32,2408:8544::/30,2408:8644::/30,2408:8744::/30,2408:8844::/30,2408:8944::/30,2408:8a04:4000::/34,2408:8a24:4000::/34"
40,"w6北京联通","2408:8000:1000::/36,2408:8020::/30,2408:8024::/33,2408:80c0::/33,2408:80c0:8000::/34,2408:80d0::/33,2408:80d0:8000::/34,2408:80e0:4000::/34,2408:80e0:8000::/33,2408:80f0:4000::/34,2408:80f0:8000::/33,2408:8140:2000::/35,2408:8206::/31,2408:8208::/30,2408:8306::/31,2408:8308::/30,2408:8406::/31,2408:8408::/30,2408:84e1::/32,2408:8506::/31,2408:8508::/30,2408:8606::/31,2408:8608::/30,2408:8706::/31,2408:8708::/30,2408:877e::/32,2408:8806::/31,2408:8808::/30,2408:8906::/31,2408:8908::/30,2408:8a00:6000::/35,2408:8a00:8000::/34,2408:8a20:6000::/35,2408:8a20:8000::/34"
41,"w6福建联通","2408:8000:d000::/36,2408:8051:8000::/33,2408:8052::/31,2408:8054::/33,2408:80c8:4000::/34,2408:80c8:8000::/34,2408:80d8:4000::/34,2408:80d8:8000::/34,2408:80e8:8000::/33,2408:80f8:8000::/33,2408:8141:e000::/35,2408:8248::/30,2408:8348::/30,2408:8448::/30,2408:84ef::/32,2408:8548::/30,2408:8648::/30,2408:8748::/30,2408:8848::/30,2408:8948::/30,2408:8a04:8000::/34,2408:8a24:8000::/34"
42,"w6甘肃联通","2408:8001:c000::/36,2408:8072:8000::/33,2408:8073::/32,2408:80cd:c000::/34,2408:80dd:c000::/34,2408:80ee::/34,2408:80fe::/34,2408:8143:8000::/35,2408:8274::/31,2408:8374::/31,2408:8474::/31,2408:84fc::/32,2408:8574::/31,2408:8674::/31,2408:8774::/31,2408:8878::/31,2408:8978::/31,2408:8a07:4000::/35,2408:8a27:4000::/35"
43,"w6广东联通","2408:8001:3000::/36,2408:805c::/30,2408:8060::/33,2408:80ca::/33,2408:80ca:8000::/34,2408:80da::/33,2408:80da:8000::/34,2408:80ea:4000::/34,2408:80ea:8000::/33,2408:80fa:4000::/34,2408:80fa:8000::/33,2408:8142:6000::/35,2408:8256::/31,2408:8258::/30,2408:8356::/31,2408:8358::/30,2408:8456::/31,2408:8458::/30,2408:84f3::/32,2408:8556::/31,2408:8558::/30,2408:8656::/31,2408:8658::/30,2408:8756::/31,2408:8758::/30,2408:8856::/31,2408:8858::/30,2408:8956::/31,2408:8958::/30,2408:8a05:6000::/35,2408:8a05:8000::/34,2408:8a25:6000::/35,2408:8a25:8000::/34"
44,"w6广西联通","2408:8001:4000::/36,2408:8060:8000::/33,2408:8061::/32,2408:8062::/32,2408:8063::/33,2408:80ca:c000::/34,2408:80cb::/34,2408:80da:c000::/34,2408:80db::/34,2408:80eb::/33,2408:80fb::/33,2408:8142:8000::/35,2408:825c::/30,2408:835c::/30,2408:845c::/30,2408:84f4::/32,2408:855c::/30,2408:865c::/30,2408:875c::/30,2408:885c::/30,2408:895c::/30,2408:8a05:c000::/34,2408:8a25:c000::/34"
45,"w6贵州联通","2408:8001:8000::/36,2408:806b::/32,2408:806c::/33,2408:80cc:8000::/34,2408:80dc:8000::/34,2408:80ec:c000::/34,2408:80fc:c000::/34,2408:8143::/35,2408:826a::/31,2408:836a::/31,2408:846a::/31,2408:84f8::/32,2408:856a::/31,2408:866a::/31,2408:876a::/31,2408:877f::/32,2408:886a::/31,2408:886c::/31,2408:896a::/31,2408:896c::/31,2408:8a06:a000::/35,2408:8a26:a000::/35"
46,"w6海南联通","2408:8001:5000::/36,2408:8063:8000::/33,2408:8064::/32,2408:80cb:4000::/34,2408:80db:4000::/34,2408:80eb:8000::/34,2408:80fb:8000::/34,2408:8142:a000::/35,2408:8260::/31,2408:8360::/31,2408:8460::/31,2408:84f5::/32,2408:8560::/31,2408:8660::/31,2408:8760::/31,2408:8860::/31,2408:8960::/31,2408:8a06::/35,2408:8a26::/35"
47,"w6河北联通","2408:8000:3000::/36,2408:802f::/32,2408:8030::/31,2408:8032::/32,2408:8033::/33,2408:80c2:8000::/33,2408:80c3::/34,2408:80d2:8000::/33,2408:80d3::/34,2408:80e2:c000::/34,2408:80e3::/33,2408:80f2:c000::/34,2408:80f3::/33,2408:8140:a000::/35,2408:821a::/31,2408:821c::/30,2408:831a::/31,2408:831c::/30,2408:841a::/31,2408:841c::/30,2408:84e5::/32,2408:851a::/31,2408:851c::/30,2408:861a::/31,2408:861c::/30,2408:871a::/31,2408:881c::/30,2408:891c::/30,2408:8a01:a000::/35,2408:8a01:c000::/34,2408:8a21:a000::/35,2408:8a21:c000::/34"
48,"w6河南联通","2408:8001::/36,2408:8033:8000::/33,2408:8034::/30,2408:80c3:4000::/34,2408:80c3:8000::/33,2408:80d3:4000::/34,2408:80d3:8000::/33,2408:80e3:8000::/33,2408:80e4::/34,2408:80f3:8000::/33,2408:80f4::/34,2408:8140:c000::/35,2408:8220::/30,2408:8224::/31,2408:8320::/30,2408:8324::/31,2408:8420::/30,2408:8424::/31,2408:84e6::/32,2408:8520::/30,2408:8524::/31,2408:8620::/30,2408:8624::/31,2408:8720::/30,2408:8724::/31,2408:8820::/30,2408:8920::/30,2408:8a02::/34,2408:8a02:4000::/35,2408:8a22::/34,2408:8a22:4000::/35"
49,"w6黑龙江联通","2408:8000:8000::/36,2408:8045:8000::/33,2408:8046::/31,2408:8048::/33,2408:80c6:4000::/34,2408:80c6:8000::/34,2408:80d6:4000::/34,2408:80d6:8000::/34,2408:80e6:8000::/33,2408:80f6:8000::/33,2408:8141:6000::/35,2408:8238::/30,2408:8338::/30,2408:8438::/30,2408:84eb::/32,2408:8538::/30,2408:8638::/30,2408:8738::/30,2408:877c::/32,2408:8836::/31,2408:8838::/31,2408:8936::/31,2408:8938::/31,2408:8a03:8000::/34,2408:8a23:8000::/34"
50,"w6湖北联通","2408:8001:1000::/36,2408:8056::/31,2408:8058::/32,2408:80c9::/33,2408:80d9::/33,2408:80e9:4000::/34,2408:80e9:8000::/34,2408:80f9:4000::/34,2408:80f9:8000::/34,2408:8142:2000::/35,2408:824e::/31,2408:8250::/31,2408:834e::/31,2408:8350::/31,2408:844e::/31,2408:8450::/31,2408:84f1::/32,2408:854e::/31,2408:8550::/31,2408:864e::/31,2408:8650::/31,2408:874e::/31,2408:8750::/31,2408:884e::/31,2408:8850::/31,2408:894e::/31,2408:8950::/31,2408:8a04:e000::/35,2408:8a05::/35,2408:8a24:e000::/35,2408:8a25::/35"
51,"w6湖南联通","2408:8001:2000::/36,2408:8059::/32,2408:805a::/31,2408:80c9:8000::/33,2408:80d9:8000::/33,2408:80e9:c000::/34,2408:80ea::/34,2408:80f9:c000::/34,2408:80fa::/34,2408:8142:4000::/35,2408:8252::/31,2408:8254::/31,2408:8352::/31,2408:8354::/31,2408:8452::/31,2408:8454::/31,2408:84f2::/32,2408:8552::/31,2408:8554::/31,2408:8652::/31,2408:8654::/31,2408:8752::/31,2408:8754::/31,2408:8852::/31,2408:8854::/31,2408:8952::/31,2408:8954::/31,2408:8a05:2000::/35,2408:8a05:4000::/35,2408:8a25:2000::/35,2408:8a25:4000::/35"
52,"w6吉林联通","2408:8000:7000::/36,2408:8042:8000::/33,2408:8043::/32,2408:8044::/32,2408:8045::/33,2408:80c5:c000::/34,2408:80c6::/34,2408:80d5:c000::/34,2408:80d6::/34,2408:80e6::/33,2408:80f6::/33,2408:8141:4000::/35,2408:8234::/30,2408:8334::/30,2408:8434::/30,2408:84ea::/32,2408:8534::/30,2408:8634::/30,2408:8734::/30,2408:8832::/31,2408:8834::/31,2408:8932::/31,2408:8934::/31,2408:8a03:4000::/34,2408:8a23:4000::/34"
53,"w6江苏联通","2408:8000:a000::/36,2408:8048:8000::/33,2408:8049::/32,2408:804a::/32,2408:804b::/33,2408:80c6:c000::/34,2408:80c7::/34,2408:80d6:c000::/34,2408:80d7::/34,2408:80e7::/33,2408:80f7::/33,2408:8141:8000::/35,2408:823c::/30,2408:833c::/30,2408:843c::/30,2408:84ec::/32,2408:853c::/30,2408:863c::/30,2408:873c::/30,2408:883a::/31,2408:883c::/30,2408:893a::/31,2408:893c::/30,2408:8a03:c000::/34,2408:8a23:c000::/34"
54,"w6江西联通","2408:8000:e000::/36,2408:8054:8000::/33,2408:8055::/32,2408:80c8:c000::/34,2408:80d8:c000::/34,2408:80e9::/34,2408:80f9::/34,2408:8142::/35,2408:824c::/31,2408:834c::/31,2408:844c::/31,2408:84f0::/32,2408:854c::/31,2408:864c::/31,2408:874c::/31,2408:884c::/31,2408:894c::/31,2408:8a04:c000::/35,2408:8a24:c000::/35"
55,"w6辽宁联通","2408:8000:6000::/36,2408:803e::/31,2408:8040::/31,2408:8042::/33,2408:80c5::/33,2408:80c5:8000::/34,2408:80d5::/33,2408:80d5:8000::/34,2408:80e5:4000::/34,2408:80e5:8000::/33,2408:80f5:4000::/34,2408:80f5:8000::/33,2408:8141:2000::/35,2408:822e::/31,2408:8230::/30,2408:832e::/31,2408:8330::/30,2408:842e::/31,2408:8430::/30,2408:84e9::/32,2408:852e::/31,2408:8530::/30,2408:862e::/31,2408:8630::/30,2408:872e::/31,2408:8730::/30,2408:882c::/30,2408:8830::/31,2408:892c::/30,2408:8930::/31,2408:8a02:e000::/35,2408:8a03::/34,2408:8a22:e000::/35,2408:8a23::/34"
56,"w6内蒙古联通","2408:8000:5000::/36,2408:803b::/32,2408:803c::/31,2408:80c4:8000::/33,2408:80d4:8000::/33,2408:80e4:c000::/34,2408:80e5::/34,2408:80f4:c000::/34,2408:80f5::/34,2408:8141::/35,2408:822a::/31,2408:822c::/31,2408:832a::/31,2408:832c::/31,2408:842a::/31,2408:842c::/31,2408:84e8::/32,2408:852a::/31,2408:852c::/31,2408:862a::/31,2408:862c::/31,2408:872a::/31,2408:872c::/31,2408:877d::/32,2408:8828::/30,2408:8928::/30,2408:8a02:a000::/35,2408:8a02:c000::/35,2408:8a22:a000::/35,2408:8a22:c000::/35"
57,"w6宁夏联通","2408:8001:e000::/36,2408:8075:8000::/33,2408:8076::/32,2408:80ce:4000::/34,2408:80de:4000::/34,2408:80ee:8000::/34,2408:80fe:8000::/34,2408:8143:c000::/35,2408:8278::/31,2408:8378::/31,2408:8478::/31,2408:84fe::/32,2408:8578::/31,2408:8678::/31,2408:8778::/31,2408:887c::/31,2408:897c::/31,2408:8a07:8000::/35,2408:8a27:8000::/35"
58,"w6青海联通","2408:8001:d000::/36,2408:8074::/32,2408:8075::/33,2408:80ce::/34,2408:80de::/34,2408:80ee:4000::/34,2408:80fe:4000::/34,2408:8143:a000::/35,2408:8276::/31,2408:8376::/31,2408:8476::/31,2408:84fd::/32,2408:8576::/31,2408:8676::/31,2408:8776::/31,2408:887a::/31,2408:897a::/31,2408:8a07:6000::/35,2408:8a27:6000::/35"
59,"w6山东联通","2408:8000:f000::/36,2408:8008:f000::/48,2408:802a:8000::/33,2408:802b::/32,2408:802c::/31,2408:802e::/32,2408:80c1:c000::/34,2408:80c2::/33,2408:80d1:c000::/34,2408:80d2::/33,2408:80e2::/33,2408:80e2:8000::/34,2408:80f2::/33,2408:80f2:8000::/34,2408:8140:8000::/35,2408:8214::/30,2408:8218::/31,2408:8314::/30,2408:8318::/31,2408:8414::/30,2408:8418::/31,2408:84e4::/32,2408:8514::/30,2408:8518::/31,2408:8614::/30,2408:8618::/31,2408:8714::/30,2408:8718::/31,2408:8816::/31,2408:8818::/30,2408:8916::/31,2408:8918::/30,2408:8a01:4000::/34,2408:8a01:8000::/35,2408:8a21:4000::/34,2408:8a21:8000::/35"
60,"w6山西联通","2408:8000:4000::/36,2408:8038::/31,2408:803a::/32,2408:80c4::/33,2408:80d4::/33,2408:80e4:4000::/34,2408:80e4:8000::/34,2408:80f4:4000::/34,2408:80f4:8000::/34,2408:8140:e000::/35,2408:8226::/31,2408:8228::/31,2408:8326::/31,2408:8328::/31,2408:8426::/31,2408:8428::/31,2408:84e7::/32,2408:8526::/31,2408:8528::/31,2408:8626::/31,2408:8628::/31,2408:8726::/31,2408:8728::/31,2408:8824::/30,2408:8924::/30,2408:8a02:6000::/35,2408:8a02:8000::/35,2408:8a22:6000::/35,2408:8a22:8000::/35"
61,"w6陕西联通","2408:8001:b000::/36,2408:806f:8000::/33,2408:8070::/31,2408:8072::/33,2408:80cd:4000::/34,2408:80cd:8000::/34,2408:80dd:4000::/34,2408:80dd:8000::/34,2408:80ed:8000::/33,2408:80fd:8000::/33,2408:8143:6000::/35,2408:8270::/30,2408:8370::/30,2408:8470::/30,2408:84fb::/32,2408:8570::/30,2408:8670::/30,2408:8770::/30,2408:8874::/30,2408:8974::/30,2408:8a07::/34,2408:8a27::/34"
62,"w6上海联通","2408:8000:9000::/36,2408:8024:8000::/33,2408:8025::/32,2408:8026::/32,2408:8027::/33,2408:80c0:c000::/34,2408:80c1::/34,2408:80d0:c000::/34,2408:80d1::/34,2408:80e1::/33,2408:80f1::/33,2408:8140:4000::/35,2408:820c::/30,2408:830c::/30,2408:840c::/30,2408:84e2::/32,2408:850c::/30,2408:860c::/30,2408:870c::/30,2408:880c::/30,2408:8810::/31,2408:890c::/30,2408:8910::/31,2408:8a00:c000::/34,2408:8a20:c000::/34"
63,"w6四川联通","2408:8001:7000::/36,2408:8068::/31,2408:806a::/32,2408:80cc::/33,2408:80dc::/33,2408:80ec:4000::/34,2408:80ec:8000::/34,2408:80fc:4000::/34,2408:80fc:8000::/34,2408:8142:e000::/35,2408:8266::/31,2408:8268::/31,2408:8366::/31,2408:8368::/31,2408:8466::/31,2408:8468::/31,2408:84f7::/32,2408:8566::/31,2408:8568::/31,2408:8666::/31,2408:8668::/31,2408:8766::/31,2408:8768::/31,2408:8866::/31,2408:8868::/31,2408:8966::/31,2408:8968::/31,2408:8a06:6000::/35,2408:8a06:8000::/35,2408:8a26:6000::/35,2408:8a26:8000::/35"
64,"w6天津联通","2408:8000:2000::/36,2408:8027:8000::/33,2408:8028::/31,2408:802a::/33,2408:80c1:4000::/34,2408:80c1:8000::/34,2408:80d1:4000::/34,2408:80d1:8000::/34,2408:80e1:8000::/33,2408:80f1:8000::/33,2408:8140:6000::/35,2408:8210::/30,2408:8310::/30,2408:8410::/30,2408:84e3::/32,2408:8510::/30,2408:8610::/30,2408:8710::/30,2408:8812::/31,2408:8814::/31,2408:8912::/31,2408:8914::/31,2408:8a01::/34,2408:8a21::/34"
65,"w6未知省份联通","2001:e18::/32,2001:e88::/32,2408:8000::/36,2408:8002::/31,2408:8004::/30,2408:8008::/33,2408:8008:8000::/34,2408:8008:c000::/35,2408:8008:e000::/36,2408:8008:f001::/48,2408:8008:f002::/47,2408:8008:f004::/46,2408:8008:f008::/45,2408:8008:f010::/44,2408:8008:f020::/43,2408:8008:f040::/42,2408:8008:f080::/41,2408:8008:f100::/40,2408:8008:f200::/39,2408:8008:f400::/38,2408:8008:f800::/37,2408:8009::/32,2408:800a::/31,2408:800c::/30,2408:8010::/28,2408:8078:8000::/33,2408:8079::/32,2408:807a::/31,2408:807c::/30,2408:8080::/26,2408:80ce:c000::/34,2408:80cf::/32,2408:80de:c000::/34,2408:80df::/32,2408:80e0::/34,2408:80ef::/32,2408:80f0::/34,2408:80ff::/32,2408:8100::/26,2408:8140::/35,2408:8144::/30,2408:8148::/29,2408:8150::/28,2408:8160::/27,2408:8180::/25,2408:8200::/30,2408:8204::/31,2408:827c::/30,2408:8280::/25,2408:8300::/30,2408:8304::/31,2408:837c::/30,2408:8380::/25,2408:8400::/30,2408:8404::/31,2408:847c::/30,2408:8480::/26,2408:84c0::/27,2408:84e0::/32,2408:84fa:1000::/36,2408:84fa:2000::/35,2408:84fa:4000::/34,2408:84fa:8000::/33,2408:8500::/30,2408:8504::/31,2408:857c::/30,2408:8580::/25,2408:8600::/30,2408:8604::/31,2408:867c::/30,2408:8680::/25,2408:8700::/30,2408:8704::/31,2408:871c::/30,2408:8780::/25,2408:8800::/30,2408:8804::/31,2408:8880::/25,2408:8900::/30,2408:8904::/31,2408:8980::/25,2408:8a00::/34,2408:8a00:4000::/35,2408:8a07:c000::/34,2408:8a08::/29,2408:8a10::/28,2408:8a20::/34,2408:8a20:4000::/35,2408:8a27:c000::/34,2408:8a28::/29,2408:8a30::/28,2408:8a40::/26,2408:8a80::/25,2408:8b00::/24,2408:8c00::/22"
66,"w6西藏联通","2408:8001:a000::/36,2408:806e::/32,2408:806f::/33,2408:80cd::/34,2408:80dd::/34,2408:80ed:4000::/34,2408:80fd:4000::/34,2408:8143:4000::/35,2408:826e::/31,2408:836e::/31,2408:846e::/31,2408:84fa::/36,2408:856e::/31,2408:866e::/31,2408:876e::/31,2408:8872::/31,2408:8972::/31,2408:8a06:e000::/35,2408:8a26:e000::/35"
67,"w6香港联通","2401:8a00::/32"
68,"w6新疆联通","2408:8001:f000::/36,2408:8077::/32,2408:8078::/33,2408:80ce:8000::/34,2408:80de:8000::/34,2408:80ee:c000::/34,2408:80fe:c000::/34,2408:8143:e000::/35,2408:827a::/31,2408:837a::/31,2408:847a::/31,2408:84ff::/32,2408:857a::/31,2408:867a::/31,2408:877a::/31,2408:887e::/31,2408:897e::/31,2408:8a07:a000::/35,2408:8a27:a000::/35"
69,"w6云南联通","2408:8001:9000::/36,2408:806c:8000::/33,2408:806d::/32,2408:80cc:c000::/34,2408:80dc:c000::/34,2408:80ed::/34,2408:80fd::/34,2408:8143:2000::/35,2408:826c::/31,2408:836c::/31,2408:846c::/31,2408:84f9::/32,2408:856c::/31,2408:866c::/31,2408:876c::/31,2408:886e::/31,2408:8870::/31,2408:896e::/31,2408:8970::/31,2408:8a06:c000::/35,2408:8a26:c000::/35"
70,"w6浙江联通","2408:8000:b000::/36,2408:804b:8000::/33,2408:804c::/31,2408:804e::/33,2408:80c7:4000::/34,2408:80c7:8000::/34,2408:80d7:4000::/34,2408:80d7:8000::/34,2408:80e7:8000::/33,2408:80f7:8000::/33,2408:8141:a000::/35,2408:8240::/30,2408:8340::/30,2408:8440::/30,2408:84ed::/32,2408:8540::/30,2408:8640::/30,2408:8740::/30,2408:8840::/30,2408:8940::/30,2408:8a04::/34,2408:8a24::/34"
71,"w6重庆联通","2408:8001:6000::/36,2408:8065::/32,2408:8066::/31,2408:80cb:8000::/33,2408:80db:8000::/33,2408:80eb:c000::/34,2408:80ec::/34,2408:80fb:c000::/34,2408:80fc::/34,2408:8142:c000::/35,2408:8262::/31,2408:8264::/31,2408:8362::/31,2408:8364::/31,2408:8462::/31,2408:8464::/31,2408:84f6::/32,2408:8562::/31,2408:8564::/31,2408:8662::/31,2408:8664::/31,2408:8762::/31,2408:8764::/31,2408:8862::/31,2408:8864::/31,2408:8962::/31,2408:8964::/31,2408:8a06:2000::/35,2408:8a06:4000::/35,2408:8a26:2000::/35,2408:8a26:4000::/35"
72,"w6安徽移动","2409:8030::/30,2409:8087:3000::/38,2409:8130::/30,2409:8230::/30,2409:8330::/30,2409:8430::/30,2409:8530::/30,2409:8630::/30,2409:8730::/30,2409:8806::/34,2409:8930::/30,2409:8a30::/30,2409:8b30::/30,2409:8c30::/30,2409:8c85:aa30::/46,2409:8d30::/30,2409:8e30::/30,2409:8f30::/30"
73,"w6北京移动","2409:8000::/31,2409:8080:3001::/60,2409:8080:3800:10::/64,2409:8087::/39,2409:8090:8000::/34,2409:8100::/31,2409:8200::/31,2409:8300::/31,2409:8400::/31,2409:8500::/31,2409:8600::/31,2409:8700::/31,2409:8800:8000::/34,2409:8880:8000::/34,2409:8890:8000::/34,2409:8900::/31,2409:8a00::/31,2409:8b00::/31,2409:8c00::/31,2409:8c85::/40,2409:8c85:aa00::/47,2409:8d00::/31,2409:8e00::/31,2409:8f00::/31"
74,"w6福建移动","2409:8034::/30,2409:8087:3400::/38,2409:8096:8000::/34,2409:8134::/30,2409:8234::/30,2409:8334::/30,2409:8434::/30,2409:8534::/30,2409:8634::/30,2409:8734::/30,2409:8806:8000::/34,2409:8886:8000::/34,2409:8896:8000::/34,2409:8934::/30,2409:8a34::/30,2409:8b34::/30,2409:8c34::/30,2409:8c85:aa34::/46,2409:8d34::/30,2409:8e34::/30,2409:8f34::/30"
75,"w6甘肃移动","2409:8074::/30,2409:8087:7400::/38,2409:8174::/30,2409:8274::/30,2409:8374::/30,2409:8474::/30,2409:8574::/30,2409:8674::/30,2409:8774::/30,2409:880d:8000::/34,2409:8974::/30,2409:8a74::/30,2409:8b74::/30,2409:8c74::/30,2409:8c85:aa74::/46,2409:8d74::/30,2409:8e74::/30,2409:8f74::/30"
76,"w6广东移动","2409:8054::/30,2409:8058::/30,2409:8080:3800::/64,2409:8087:5400::/38,2409:8087:5800::/38,2409:8099:8000::/34,2409:8154::/30,2409:8158::/30,2409:8254::/30,2409:8258::/30,2409:8354::/30,2409:8358::/30,2409:8454::/30,2409:8458::/30,2409:8554::/30,2409:8558::/30,2409:8654::/30,2409:8658::/30,2409:8754::/30,2409:8758::/30,2409:8809:8000::/34,2409:8889:8000::/34,2409:8899:8000::/34,2409:8954::/30,2409:8958::/30,2409:8a54::/30,2409:8a58::/30,2409:8b54::/30,2409:8b58::/30,2409:8c54::/30,2409:8c58::/30,2409:8c85:400::/40,2409:8c85:aa54::/46,2409:8c85:aa58::/46,2409:8d54::/30,2409:8d58::/30,2409:8e54::/30,2409:8e58::/30,2409:8f54::/30,2409:8f58::/30"
77,"w6广西移动","2409:805c::/31,2409:8087:5c00::/39,2409:815c::/31,2409:825c::/31,2409:835c::/31,2409:845c::/31,2409:855c::/31,2409:865c::/31,2409:875c::/31,2409:880a::/34,2409:895c::/31,2409:8a5c::/31,2409:8b5c::/31,2409:8c5c::/31,2409:8c85:aa5c::/47,2409:8d5c::/31,2409:8e5c::/31,2409:8f5c::/31"
78,"w6贵州移动","2409:806a::/31,2409:8087:6a00::/39,2409:816a::/31,2409:826a::/31,2409:836a::/31,2409:846a::/31,2409:856a::/31,2409:866a::/31,2409:876a::/31,2409:880c::/34,2409:896a::/31,2409:8a6a::/31,2409:8b6a::/31,2409:8c6a::/31,2409:8c85:aa6a::/47,2409:8d6a::/31,2409:8e6a::/31,2409:8f6a::/31"
79,"w6海南移动","2409:805e::/31,2409:8087:5e00::/39,2409:815e::/31,2409:825e::/31,2409:835e::/31,2409:845e::/31,2409:855e::/31,2409:865e::/31,2409:875e::/31,2409:880a:8000::/34,2409:895e::/31,2409:8a5e::/31,2409:8b5e::/31,2409:8c5e::/31,2409:8c85:aa5e::/47,2409:8d5e::/31,2409:8e5e::/31,2409:8f5e::/31"
80,"w6河北移动","2409:8004::/30,2409:8008::/30,2409:8087:400::/38,2409:8087:800::/38,2409:8104::/30,2409:8108::/30,2409:8204::/30,2409:8208::/30,2409:8304::/30,2409:8308::/30,2409:8404::/30,2409:8408::/30,2409:8504::/30,2409:8508::/30,2409:8604::/30,2409:8608::/30,2409:8704::/30,2409:8708::/30,2409:8801:8000::/34,2409:8904::/30,2409:8908::/30,2409:8a04::/33,2409:8a04:8000::/35,2409:8a04:a000::/37,2409:8a04:a800::/38,2409:8a04:e000::/39,2409:8a04:e200::/40,2409:8a04:ffff:ffff::/64,2409:8a05::/32,2409:8a06::/31,2409:8a08::/30,2409:8b04::/30,2409:8b08::/30,2409:8c04::/30,2409:8c08::/30,2409:8c85:aa04::/46,2409:8c85:aa08::/46,2409:8d04::/30,2409:8d08::/30,2409:8e04::/30,2409:8e08::/30,2409:8f04::/30,2409:8f08::/30"
81,"w6河南移动","2409:8087:4400::/38,2409:8087:4800::/38,2409:8088::/32,2409:8098::/34,2409:8144::/30,2409:8148::/30,2409:8244::/30,2409:8248::/30,2409:8344::/30,2409:8348::/30,2409:8444::/30,2409:8448::/30,2409:8544::/30,2409:8548::/30,2409:8644::/30,2409:8648::/30,2409:8744::/30,2409:8748::/30,2409:8808::/34,2409:8888::/34,2409:88a8::/34,2409:8944::/30,2409:8948::/30,2409:8a44::/30,2409:8a48::/30,2409:8b44::/30,2409:8b48::/30,2409:8c44::/30,2409:8c48::/30,2409:8c85:aa44::/46,2409:8c85:aa48::/46,2409:8d44::/30,2409:8d48::/30,2409:8e44::/30,2409:8e48::/30,2409:8f44::/30,2409:8f48::/30"
82,"w6黑龙江移动","2409:801a::/31,2409:801c::/31,2409:8087:1a00::/39,2409:8087:1c00::/39,2409:811a::/31,2409:811c::/31,2409:821a::/31,2409:821c::/31,2409:831a::/31,2409:831c::/31,2409:841a::/31,2409:841c::/31,2409:851a::/31,2409:851c::/31,2409:861a::/31,2409:861c::/31,2409:871a::/31,2409:871c::/31,2409:8804::/34,2409:891a::/31,2409:891c::/31,2409:8a1a::/31,2409:8a1c::/31,2409:8b1a::/31,2409:8b1c::/31,2409:8c1a::/31,2409:8c1c::/31,2409:8c85:aa1a::/47,2409:8c85:aa1c::/47,2409:8d1a::/31,2409:8d1c::/31,2409:8e1a::/31,2409:8e1c::/31,2409:8f1a::/31,2409:8f1c::/31"
83,"w6湖北移动","2409:804c::/30,2409:8087:4c00::/38,2409:814c::/30,2409:824c::/30,2409:834c::/30,2409:844c::/30,2409:854c::/30,2409:864c::/30,2409:874c::/30,2409:8808:8000::/34,2409:894c::/30,2409:8a4c::/30,2409:8b4c::/30,2409:8c4c::/30,2409:8c85:aa4c::/46,2409:8d4c::/30,2409:8e4c::/30,2409:8f4c::/30"
84,"w6湖南移动","2409:8050::/30,2409:8087:5000::/38,2409:8099::/34,2409:8150::/30,2409:8250::/30,2409:8350::/30,2409:8450::/30,2409:8550::/30,2409:8650::/30,2409:8750::/30,2409:8809::/34,2409:8889::/34,2409:8899::/34,2409:8950::/30,2409:8a50::/30,2409:8b50::/30,2409:8c50::/30,2409:8c85:aa50::/46,2409:8d50::/30,2409:8e50::/30,2409:8f50::/30"
85,"w6吉林移动","2409:8018::/31,2409:8087:1800::/39,2409:8118::/31,2409:8218::/31,2409:8318::/31,2409:8418::/31,2409:8518::/31,2409:8618::/31,2409:8718::/31,2409:8803:8000::/34,2409:8918::/31,2409:8a18::/31,2409:8b18::/31,2409:8c18::/31,2409:8c85:aa18::/47,2409:8d18::/31,2409:8e18::/31,2409:8f18::/31"
