id,group_name,addr_pool
86,"w6江苏移动","2409:8020::/29,2409:8085::/34,2409:8087:2000::/37,2409:8095::/34,2409:8120::/29,2409:8220::/29,2409:8320::/29,2409:8420::/29,2409:8520::/29,2409:8620::/29,2409:8720::/29,2409:8805::/34,2409:8885::/34,2409:8920::/29,2409:8a20::/29,2409:8b20::/29,2409:8c20::/29,2409:8c85:2000::/43,2409:8c85:aa20::/45,2409:8d20::/29,2409:8e20::/29,2409:8f20::/29"
87,"w6江西移动","2409:8038::/30,2409:8087:3800::/38,2409:8097::/34,2409:8138::/30,2409:8238::/30,2409:8338::/30,2409:8438::/30,2409:8538::/30,2409:8638::/30,2409:8738::/30,2409:8807::/34,2409:8887::/34,2409:8938::/30,2409:8a38::/30,2409:8b38::/30,2409:8c38::/30,2409:8c85:aa38::/46,2409:8d38::/30,2409:8e38::/30,2409:8f38::/30"
88,"w6辽宁移动","2409:8014::/30,2409:8087:1400::/38,2409:8114::/30,2409:8214::/30,2409:8314::/30,2409:8414::/30,2409:8514::/30,2409:8614::/30,2409:8714::/30,2409:8803::/34,2409:8914::/30,2409:8a14::/30,2409:8b14::/30,2409:8c14::/30,2409:8c85:aa14::/46,2409:8d14::/30,2409:8e14::/30,2409:8f14::/30"
89,"w6内蒙古移动","2409:8010::/30,2409:8087:1000::/38,2409:8110::/30,2409:8210::/30,2409:8310::/30,2409:8410::/30,2409:8510::/30,2409:8610::/30,2409:8710::/30,2409:8802:8000::/34,2409:8910::/30,2409:8a10::/30,2409:8b10::/30,2409:8c10::/30,2409:8c85:aa10::/46,2409:8d10::/30,2409:8e10::/30,2409:8f10::/30"
90,"w6宁夏移动","2409:807a::/31,2409:8087:7a00::/39,2409:817a::/31,2409:827a::/31,2409:837a::/31,2409:847a::/31,2409:857a::/31,2409:867a::/31,2409:877a::/31,2409:880e:8000::/34,2409:897a::/31,2409:8a7a::/31,2409:8b7a::/31,2409:8c7a::/31,2409:8c85:aa7a::/47,2409:8d7a::/31,2409:8e7a::/31,2409:8f7a::/31"
91,"w6青海移动","2409:8078::/31,2409:8087:7800::/39,2409:8178::/31,2409:8278::/31,2409:8378::/31,2409:8478::/31,2409:8578::/31,2409:8678::/31,2409:8778::/31,2409:880e::/34,2409:8978::/31,2409:8a78::/31,2409:8b78::/31,2409:8c78::/31,2409:8c85:aa78::/47,2409:8d78::/31,2409:8e78::/31,2409:8f78::/31"
92,"w6山东移动","2409:803c::/30,2409:8040::/30,2409:8087:3c00::/38,2409:8087:4000::/38,2409:8087:8000::/48,2409:8097:8000::/34,2409:813c::/30,2409:8140::/30,2409:823c::/30,2409:8240::/30,2409:833c::/30,2409:8340::/30,2409:843c::/30,2409:8440::/30,2409:853c::/30,2409:8540::/30,2409:863c::/30,2409:8640::/30,2409:873c::/30,2409:8740::/30,2409:8807:8000::/34,2409:8887:8000::/34,2409:893c::/30,2409:8940::/30,2409:8a3c::/30,2409:8a40::/30,2409:8b3c::/30,2409:8b40::/30,2409:8c3c::/30,2409:8c40::/30,2409:8c85:aa3c::/46,2409:8c85:aa40::/46,2409:8d3c::/30,2409:8d40::/30,2409:8e3c::/30,2409:8e40::/30,2409:8f3c::/30,2409:8f40::/30"
93,"w6山西移动","2409:800c::/30,2409:8087:c00::/38,2409:810c::/30,2409:820c::/30,2409:830c::/30,2409:840c::/30,2409:850c::/30,2409:860c::/30,2409:870c::/30,2409:8802::/34,2409:890c::/30,2409:8a0c::/30,2409:8b0c::/30,2409:8c0c::/30,2409:8c85:aa0c::/46,2409:8d0c::/30,2409:8e0c::/30,2409:8f0c::/30"
94,"w6陕西移动","2409:8070::/30,2409:8087:7000::/38,2409:8170::/30,2409:8270::/30,2409:8370::/30,2409:8470::/30,2409:8570::/30,2409:8670::/30,2409:8770::/30,2409:880d::/34,2409:8970::/30,2409:8a70::/30,2409:8b70::/30,2409:8c70::/30,2409:8c85:aa70::/46,2409:8d70::/30,2409:8e70::/30,2409:8f70::/30"
95,"w6上海移动","2409:801e::/31,2409:8084:8000::/34,2409:8087:1e00::/39,2409:8094:8000::/34,2409:80a4:8000::/34,2409:80c4:8000::/34,2409:811e::/31,2409:821e::/31,2409:831e::/31,2409:841e::/31,2409:851e::/31,2409:861e::/31,2409:871e::/31,2409:8804:8000::/34,2409:8884:8000::/34,2409:8894:8000::/34,2409:88a4:8000::/34,2409:88c4:8000::/34,2409:891e::/31,2409:8a1e::/31,2409:8b1e::/31,2409:8c1e::/31,2409:8c85:aa1e::/47,2409:8d1e::/31,2409:8e1e::/31,2409:8f1e::/31"
96,"w6四川移动","2409:8062::/31,2409:8064::/30,2409:8068::/31,2409:8087:6200::/39,2409:8087:6400::/38,2409:8087:6800::/39,2409:8162::/31,2409:8164::/30,2409:8168::/31,2409:8262::/31,2409:8264::/30,2409:8268::/31,2409:8362::/31,2409:8364::/30,2409:8368::/31,2409:8462::/31,2409:8464::/30,2409:8468::/31,2409:8562::/31,2409:8564::/30,2409:8568::/31,2409:8662::/31,2409:8664::/30,2409:8668::/31,2409:8762::/31,2409:8764::/30,2409:8768::/31,2409:880b:8000::/34,2409:8962::/31,2409:8964::/30,2409:8968::/31,2409:8a62::/31,2409:8a64::/30,2409:8a68::/31,2409:8b62::/31,2409:8b64::/30,2409:8b68::/31,2409:8c62::/31,2409:8c64::/30,2409:8c68::/31,2409:8c85:aa62::/47,2409:8c85:aa64::/46,2409:8c85:aa68::/47,2409:8d62::/31,2409:8d64::/30,2409:8d68::/31,2409:8e62::/31,2409:8e64::/30,2409:8e68::/31,2409:8f62::/31,2409:8f64::/30,2409:8f68::/31"
97,"w6天津移动","2409:8002::/31,2409:8087:200::/39,2409:8102::/31,2409:8202::/31,2409:8302::/31,2409:8402::/31,2409:8502::/31,2409:8602::/31,2409:8702::/31,2409:8801::/34,2409:8902::/31,2409:8a02::/31,2409:8b02::/31,2409:8c02::/31,2409:8c85:aa02::/47,2409:8d02::/31,2409:8e02::/31,2409:8f02::/31"
98,"w6未知省份移动","2001:e08::/32,2001:e80::/32,2409:8044::/30,2409:8048::/30,2409:8080::/35,2409:8080:2000::/36,2409:8080:3000::/48,2409:8080:3001:10::/60,2409:8080:3001:20::/59,2409:8080:3001:40::/58,2409:8080:3001:80::/57,2409:8080:3001:100::/56,2409:8080:3001:200::/55,2409:8080:3001:400::/54,2409:8080:3001:800::/53,2409:8080:3001:1000::/52,2409:8080:3001:2000::/51,2409:8080:3001:4000::/50,2409:8080:3001:8000::/49,2409:8080:3002::/47,2409:8080:3004::/46,2409:8080:3008::/45,2409:8080:3010::/44,2409:8080:3020::/43,2409:8080:3040::/42,2409:8080:3080::/41,2409:8080:3100::/40,2409:8080:3200::/39,2409:8080:3400::/38,2409:8080:3800:1::/64,2409:8080:3800:2::/63,2409:8080:3800:4::/62,2409:8080:3800:8::/61,2409:8080:3800:11::/64,2409:8080:3800:12::/63,2409:8080:3800:14::/62,2409:8080:3800:18::/61,2409:8080:3800:20::/59,2409:8080:3800:40::/58,2409:8080:3800:80::/57,2409:8080:3800:100::/56,2409:8080:3800:200::/55,2409:8080:3800:400::/54,2409:8080:3800:800::/53,2409:8080:3800:1000::/52,2409:8080:3800:2000::/51,2409:8080:3800:4000::/50,2409:8080:3800:8000::/49,2409:8080:3801::/48,2409:8080:3802::/47,2409:8080:3804::/46,2409:8080:3808::/45,2409:8080:3810::/44,2409:8080:3820::/43,2409:8080:3840::/42,2409:8080:3880::/41,2409:8080:3900::/40,2409:8080:3a00::/39,2409:8080:3c00::/38,2409:8080:4000::/34,2409:8080:8000::/33,2409:8081::/32,2409:8082::/31,2409:8084::/33,2409:8084:c000::/34,2409:8085:4000::/34,2409:8085:8000::/33,2409:8086::/32,2409:8087:8001::/48,2409:8087:8002::/47,2409:8087:8004::/46,2409:8087:8008::/45,2409:8087:8010::/44,2409:8087:8020::/43,2409:8087:8040::/42,2409:8087:8080::/41,2409:8087:8100::/40,2409:8087:8200::/39,2409:8087:8400::/38,2409:8087:8800::/37,2409:8087:9000::/36,2409:8087:a000::/35,2409:8087:c000::/34,2409:808a::/31,2409:808c::/30,2409:8090::/33,2409:8090:c000::/34,2409:8091::/32,2409:8092::/31,2409:8094::/33,2409:8094:c000::/34,2409:8095:4000::/34,2409:8095:c000::/34,2409:8096::/33,2409:8096:c000::/34,2409:8097:4000::/34,2409:8097:c000::/34,2409:8098:4000::/34,2409:8098:8000::/33,2409:8099:4000::/34,2409:8099:c000::/34,2409:809a::/31,2409:809c::/30,2409:80a0::/30,2409:80a4::/33,2409:80a4:c000::/34,2409:80a5::/32,2409:80a6::/31,2409:80a8::/29,2409:80b0::/28,2409:80c0::/30,2409:80c4::/33,2409:80c4:c000::/34,2409:80c5::/32,2409:80c6::/31,2409:80c8::/29,2409:80d0::/28,2409:80e0::/27,2409:8180::/25,2409:8280::/25,2409:8380::/25,2409:8480::/25,2409:8580::/25,2409:8680::/25,2409:8780::/25,2409:8800::/33,2409:8800:c000::/34,2409:8801:4000::/34,2409:8801:c000::/34,2409:8802:4000::/34,2409:8802:c000::/34,2409:8803:4000::/34,2409:8803:c000::/34,2409:8804:4000::/34,2409:8804:c000::/34,2409:8805:4000::/34,2409:8805:c000::/34,2409:8806:4000::/34,2409:8806:c000::/34,2409:8807:4000::/34,2409:8807:c000::/34,2409:8808:4000::/34,2409:8808:c000::/34,2409:8809:4000::/34,2409:8809:c000::/34,2409:880a:4000::/34,2409:880a:c000::/34,2409:880b:4000::/34,2409:880b:c000::/34,2409:880c:4000::/34,2409:880c:c000::/34,2409:880d:4000::/34,2409:880d:c000::/34,2409:880e:4000::/34,2409:880e:c000::/34,2409:880f:4000::/34,2409:880f:c000::/34,2409:8810::/28,2409:8820::/27,2409:8840::/26,2409:8880::/33,2409:8880:c000::/34,2409:8881::/32,2409:8882::/31,2409:8884::/33,2409:8884:c000::/34,2409:8885:4000::/34,2409:8885:c000::/34,2409:8886::/33,2409:8886:c000::/34,2409:8887:4000::/34,2409:8887:c000::/34,2409:8888:4000::/34,2409:8888:8000::/33,2409:8889:4000::/34,2409:8889:c000::/34,2409:888a::/31,2409:888c::/30,2409:8890::/33,2409:8890:c000::/34,2409:8891::/32,2409:8892::/31,2409:8894::/33,2409:8894:c000::/34,2409:8895::/33,2409:8895:c000::/34,2409:8896::/33,2409:8896:c000::/34,2409:8897::/32,2409:8898::/32,2409:8899:4000::/34,2409:8899:c000::/34,2409:889a::/31,2409:889c::/30,2409:88a0::/30,2409:88a4::/33,2409:88a4:c000::/34,2409:88a5::/32,2409:88a6::/31,2409:88a8:4000::/34,2409:88a8:8000::/33,2409:88a9::/32,2409:88aa::/31,2409:88ac::/30,2409:88b0::/28,2409:88c0::/30,2409:88c4::/33,2409:88c4:c000::/34,2409:88c5::/32,2409:88c6::/31,2409:88c8::/29,2409:88d0::/28,2409:88e0::/27,2409:8980::/25,2409:8a04:ac00::/38,2409:8a04:b000::/36,2409:8a04:c000::/35,2409:8a04:e300::/40,2409:8a04:e400::/38,2409:8a04:e800::/37,2409:8a04:f000::/37,2409:8a04:f800::/38,2409:8a04:fc00::/39,2409:8a04:fe00::/40,2409:8a04:ff00::/41,2409:8a04:ff80::/42,2409:8a04:ffc0::/43,2409:8a04:ffe0::/44,2409:8a04:fff0::/45,2409:8a04:fff8::/46,2409:8a04:fffc::/47,2409:8a04:fffe::/48,2409:8a04:ffff::/49,2409:8a04:ffff:8000::/50,2409:8a04:ffff:c000::/51,2409:8a04:ffff:e000::/52,2409:8a04:ffff:f000::/53,2409:8a04:ffff:f800::/54,2409:8a04:ffff:fc00::/55,2409:8a04:ffff:fe00::/56,2409:8a04:ffff:ff00::/57,2409:8a04:ffff:ff80::/58,2409:8a04:ffff:ffc0::/59,2409:8a04:ffff:ffe0::/60,2409:8a04:ffff:fff0::/61,2409:8a04:ffff:fff8::/62,2409:8a04:ffff:fffc::/63,2409:8a04:ffff:fffe::/64,2409:8a80::/25,2409:8b80::/25,2409:8c80::/30,2409:8c84::/32,2409:8c85:100::/40,2409:8c85:200::/39,2409:8c85:500::/40,2409:8c85:600::/39,2409:8c85:800::/37,2409:8c85:1000::/36,2409:8c85:2020::/43,2409:8c85:2040::/42,2409:8c85:2080::/41,2409:8c85:2100::/40,2409:8c85:2200::/39,2409:8c85:2400::/38,2409:8c85:2800::/37,2409:8c85:3000::/36,2409:8c85:4000::/34,2409:8c85:8000::/35,2409:8c85:a000::/37,2409:8c85:a800::/39,2409:8c85:aa80::/41,2409:8c85:ab00::/40,2409:8c85:ac00::/38,2409:8c85:b000::/36,2409:8c85:c000::/34,2409:8c86::/31,2409:8c88::/29,2409:8c90::/28,2409:8ca0::/27,2409:8cc0::/26,2409:8d80::/33,2409:8d80:8000::/34,2409:8d80:c000::/36,2409:8d80:e000::/35,2409:8d81::/32,2409:8d82::/31,2409:8d84::/30,2409:8d88::/29,2409:8d90::/28,2409:8da0::/27,2409:8dc0::/26,2409:8e80::/33,2409:8e80:8000::/34,2409:8e80:c000::/36,2409:8e80:e000::/35,2409:8e81::/32,2409:8e82::/31,2409:8e84::/30,2409:8e88::/29,2409:8e90::/28,2409:8ea0::/27,2409:8ec0::/26,2409:8f80::/25,240a:8000::/21"
99,"w6西藏移动","2409:807e::/31,2409:8087:7e00::/39,2409:817e::/31,2409:827e::/31,2409:837e::/31,2409:847e::/31,2409:857e::/31,2409:867e::/31,2409:877e::/31,2409:880f:8000::/34,2409:897e::/31,2409:8a7e::/31,2409:8b7e::/31,2409:8c7e::/31,2409:8c85:aa7e::/47,2409:8d7e::/31,2409:8e7e::/31,2409:8f7e::/31"
100,"w6香港移动","2401:3000::/32,2402:4f00::/40,2402:4f00:100:1::/64,2402:4f00:100:2::/63,2402:4f00:100:4::/62,2402:4f00:100:8::/61,2402:4f00:100:10::/60,2402:4f00:100:20::/59,2402:4f00:100:40::/58,2402:4f00:100:80::/57,2402:4f00:100:100::/56,2402:4f00:100:200::/55,2402:4f00:100:400::/54,2402:4f00:100:800::/53,2402:4f00:100:1000::/52,2402:4f00:100:2000::/51,2402:4f00:100:4000::/50,2402:4f00:100:8000::/49,2402:4f00:101::/48,2402:4f00:102::/47,2402:4f00:104::/46,2402:4f00:108::/45,2402:4f00:110::/44,2402:4f00:120::/43,2402:4f00:140::/42,2402:4f00:180::/41,2402:4f00:200::/39,2402:4f00:400::/38,2402:4f00:800::/37,2402:4f00:1000::/36,2402:4f00:2000::/35,2402:4f00:4000::/34,2402:4f00:8000::/33"
101,"w6新疆移动","2409:807c::/31,2409:8087:7c00::/39,2409:817c::/31,2409:827c::/31,2409:837c::/31,2409:847c::/31,2409:857c::/31,2409:867c::/31,2409:877c::/31,2409:880f::/34,2409:897c::/31,2409:8a7c::/31,2409:8b7c::/31,2409:8c7c::/31,2409:8c85:aa7c::/47,2409:8d7c::/31,2409:8e7c::/31,2409:8f7c::/31"
102,"w6云南移动","2409:806c::/30,2409:8087:6c00::/38,2409:816c::/30,2409:826c::/30,2409:836c::/30,2409:846c::/30,2409:856c::/30,2409:866c::/30,2409:876c::/30,2409:880c:8000::/34,2409:896c::/30,2409:8a6c::/30,2409:8b6c::/30,2409:8c6c::/30,2409:8c85:aa6c::/46,2409:8d6c::/30,2409:8e6c::/30,2409:8f6c::/30"
103,"w6浙江移动","2409:8028::/29,2409:8087:2800::/37,2409:8095:8000::/34,2409:8128::/29,2409:8228::/29,2409:8328::/29,2409:8428::/29,2409:8528::/29,2409:8628::/29,2409:8728::/29,2409:8805:8000::/34,2409:8885:8000::/34,2409:8895:8000::/34,2409:8928::/29,2409:8a28::/29,2409:8b28::/29,2409:8c28::/29,2409:8c85:aa28::/45,2409:8d28::/29,2409:8e28::/29,2409:8f28::/29"
104,"w6重庆移动","2409:8060::/31,2409:8087:6000::/39,2409:8160::/31,2409:8260::/31,2409:8360::/31,2409:8460::/31,2409:8560::/31,2409:8660::/31,2409:8760::/31,2409:880b::/34,2409:8960::/31,2409:8a60::/31,2409:8b60::/31,2409:8c60::/31,2409:8c85:aa60::/47,2409:8d60::/31,2409:8d80:d000::/36,2409:8e60::/31,2409:8e80:d000::/36,2409:8f60::/31"
105,"w6安徽鹏博士","2403:8380::/32,2403:8480::/32,2407:f080::/32"
106,"w6北京鹏博士","2403:8080::/32,2403:f800::/32"
107,"w6福建鹏博士","2403:9c80::/32,2403:dd80::/32,2403:eb80::/32,2407:fd80::/32"
108,"w6甘肃鹏博士","2407:e280::/32"
109,"w6广东鹏博士","2403:7e80::/32,2403:7f80::/32,2403:8980::/32,2403:8a80::/32,2403:9080::/32,2403:9f80::/32,2403:da80::/32,2403:df80::/32,2404:1cc0::/32,2407:fb80::/32"
110,"w6广西鹏博士","2403:9480::/32,2403:de80::/32,2403:e880::/32,2407:ce80::/32,2407:cf80::/32"
111,"w6贵州鹏博士","2403:8b80::/32,2407:e380::/32"
112,"w6河北鹏博士","2403:8580::/32,2403:8d80::/32,2407:d980::/32,2407:e480::/32,2407:ee80::/32,2407:f580::/32,2407:fc80::/32"
113,"w6河南鹏博士","2403:a680::/32,2403:e980::/32,2407:d780::/32,2407:de80::/32,2407:e680::/32,2407:f380::/32,2407:f780::/32,2407:f980::/32"
114,"w6黑龙江鹏博士","2403:8c80::/32,2407:ed80::/32"
115,"w6湖北鹏博士","2403:9880::/32,2403:9e80::/32,2403:b480::/32,2403:dc80::/32,2403:e180::/32,2403:e280::/32,2403:e780::/32,2403:f180::/32,2407:e180::/32"
116,"w6湖南鹏博士","2403:aa80::/32,2403:db80::/32,2403:e080::/32,2403:f280::/32,2407:f480::/32"
117,"w6吉林鹏博士","2403:e480::/32,2403:e580::/32"
118,"w6江苏鹏博士","2403:7d80::/32,2403:9180::/32,2403:9780::/32,2403:a580::/32,2403:ea80::/32,2403:f380::/32,2407:f880::/32"
119,"w6江西鹏博士","2403:9380::/32"
120,"w6辽宁鹏博士","2403:8180::/32,2403:9580::/32,2403:9b80::/32,2403:b980::/32,2403:cf80::/32,2403:d280::/32,2403:d380::/32,2407:fa80::/32"
121,"w6内蒙古鹏博士","2407:df80::/32"
122,"w6山东鹏博士","2403:a880::/32,2403:a980::/32,2403:d480::/32,2403:d580::/32,2403:d680::/32,2403:ec80::/32,2403:ee80::/32,2403:ef80::/32,2407:e080::/32,2407:e580::/32,2407:e780::/32"
123,"w6山西鹏博士","2403:9680::/32,2407:f280::/32"
124,"w6陕西鹏博士","2403:9a80::/32,2403:d980::/32,2403:f080::/32,2407:f180::/32"
125,"w6上海鹏博士","2403:9d80::/32,2403:b580::/32,2407:d880::/32"
126,"w6四川鹏博士","2403:d780::/32,2403:fb80::/32,2403:fe80::/32,2403:ff80::/32"
127,"w6云南鹏博士","2403:9280::/32,2407:da80::/32"
128,"w6浙江鹏博士","2403:8280::/32,2403:a480::/32,2403:e680::/32,2403:ed80::/32,2407:f680::/32"
129,"w6重庆鹏博士","2403:a780::/32,2403:ab80::/32,2403:b080::/32"
